City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,raduzhny,62.0961,77.475,-6.51,81,55,5.6,RU,1712502167
285,loango,-4.6719,11.8312,30.81,74,40,3.09,CG,1712502167
286,rio grande,-32.035,-52.0986,24.06,91,100,7.72,BR,1712502123
287,kohtla-jarve,59.3986,27.2731,9.7,80,100,8.42,EE,1712502167
288,rikaze,29.25,88.8833,5.54,12,0,2.94,CN,1712502001
289,mar del plata,-38.0023,-57.5575,25.61,60,0,5.66,AR,1712502006
290,upata,8.0086,-62.3989,29.55,40,93,4.19,VE,1712502168
291,yefremov,53.1481,38.0992,14.82,65,84,2.63,RU,1712502009
292,xinqing,48.2333,129.5,-6.7,74,100,5.91,CN,1712502168
293,georgetown,5.4112,100.3354,30.96,65,20,2.06,MY,1712501992
294,smithers,54.7804,-127.1743,-0.82,69,100,3.09,CA,1712501964
295,qamdo,31.1667,97.2333,0.04,76,86,3.44,CN,1712502117
296,novovarshavka,54.1721,74.6946,0.01,66,100,4.44,RU,1712502169
297,timbuktu,16.7735,-3.0074,41.69,6,78,2.07,ML,1712502169
298,coquimbo,-29.9533,-71.3436,13.85,100,100,1.03,CL,1712501435
299,ribeira brava,32.65,-17.0667,21.51,65,20,5.37,PT,1712502170
300,paita,-5.0892,-81.1144,24.0,70,72,3.98,PE,1712502106
301,bykovo,55.6361,38.0803,14.23,67,0,4.0,RU,1712502171
302,kirksville,40.1948,-92.5833,13.09,71,20,7.72,US,1712502011
303,aral,40.5156,81.2636,15.44,33,6,4.29,CN,1712502171
304,igbo-ukwu,6.0167,7.0265,35.17,36,82,2.36,NG,1712502171
305,shakhtinsk,49.71,72.5872,10.33,71,100,3.79,KZ,1712502171
306,la pesa,7.4954,-72.3818,17.06,51,88,2.72,VE,1712502172
307,conduaga,8.862,117.4893,25.73,78,83,1.06,PH,1712502172
308,minas de marcona,-15.2119,-75.1103,20.71,68,78,5.51,PE,1712501980
309,brisas de zicatela,15.8369,-97.0419,29.19,55,0,2.79,MX,1712501996
310,saint-philippe,-21.3585,55.7679,26.77,84,27,2.2,RE,1712501969
311,tangalle,6.024,80.7911,28.09,79,81,1.83,LK,1712501971
312,kermit,31.8576,-103.0927,12.91,16,0,4.12,US,1712502173
313,sawakin,19.1059,37.3321,28.28,69,47,5.77,SD,1712502173
314,yaren,-0.5472,166.916,27.86,82,100,5.4,NR,1712502173
315,khammam,17.25,80.15,32.69,30,47,5.26,IN,1712502174
316,praia da vitoria,38.7333,-27.0667,21.14,64,20,4.95,PT,1712502174
317,borogontsy,62.6683,131.1683,-14.59,100,98,1.79,RU,1712502098
318,tsiombe,-25.3,45.4833,23.68,86,74,4.58,MG,1712501971
319,tagta,41.6504,59.9164,22.97,28,0,3.09,TM,1712502175
320,lata,40.1629,-8.3327,19.95,54,100,4.88,PT,1712502176
321,bamboo flat,11.7,92.7167,29.05,79,20,1.03,IN,1712501968
322,tadine,-21.55,167.8833,23.15,84,97,4.4,NC,1712502127
323,kiunga,-6.1219,141.2906,24.01,100,100,1.16,PG,1712502177
324,enewetak,11.3474,162.3373,27.3,76,81,9.53,MH,1712502177
325,puerto aysen,-45.4,-72.7,10.44,79,31,2.46,CL,1712501993
326,jepelacio,-6.1167,-76.95,23.83,66,90,1.51,PE,1712501958
327,broken hill,-31.95,141.4333,15.98,46,73,3.06,AU,1712501959
328,alamosa,37.4695,-105.87,-1.01,37,0,1.54,US,1712502178
329,dunedin,-45.8742,170.5036,10.45,99,90,0.89,NZ,1712501893
330,esqueda,30.7167,-109.5833,9.57,25,0,1.53,MX,1712502179
331,saint-pierre,-21.3393,55.4781,26.82,83,20,4.12,RE,1712502179
332,quezon,7.7303,125.0989,20.48,84,9,2.61,PH,1712502180
333,qarauyl,48.9451,79.255,9.68,75,93,4.51,KZ,1712502180
334,kiamba,5.9894,124.6242,26.95,76,15,2.1,PH,1712502180
335,korla,41.7597,86.1469,16.18,26,83,1.29,CN,1712502030
336,piti village,13.4626,144.6933,27.16,83,13,7.04,GU,1712502181
337,ulsteinvik,62.3432,5.8487,10.5,72,100,7.15,NO,1712502181
338,zarghun shahr,32.8473,68.4457,15.69,22,0,2.14,AF,1712502182
339,stephenville,32.2207,-98.2023,18.85,20,0,4.63,US,1712502007
340,encarnacion,-27.3333,-55.9,25.02,78,75,4.12,PY,1712502024
341,pernio,60.2,23.1333,5.29,96,100,5.86,FI,1712502184
342,port-vila,-17.7338,168.3219,21.78,100,40,1.03,VU,1712502177
343,hasaki,35.7333,140.8333,17.38,93,91,3.43,JP,1712501981
344,emerald,-23.5333,148.1667,20.19,91,1,4.74,AU,1712502185
345,luanda,-8.8368,13.2343,33.0,79,75,4.12,AO,1712502124
346,maragogi,-9.0122,-35.2225,29.99,66,96,4.34,BR,1712502103
347,castro del rio,37.6912,-4.4806,26.63,51,63,2.61,ES,1712502186
348,tshabong,-26.05,22.45,27.89,40,7,11.59,BW,1712502186
349,kupjansk,49.7209,37.5998,17.93,48,92,2.79,UA,1712502186
350,ziro,27.6333,93.8333,12.3,86,100,1.17,IN,1712502005
351,cabo san lucas,22.8909,-109.9124,21.53,69,100,1.34,MX,1712501798
352,al abyar,32.19,20.5965,19.66,43,4,8.53,LY,1712502187
353,perelyub,51.8667,50.3667,7.25,84,100,2.8,RU,1712502188
354,la cruz,23.9167,-106.9,21.82,38,100,1.23,MX,1712502188
355,bantogon,6.5333,124.0333,27.96,82,20,1.2,PH,1712502188
356,mugia,43.1041,-9.2179,17.17,78,96,8.41,ES,1712501959
357,coron,11.9986,120.2043,25.65,87,56,2.29,PH,1712502189
358,utete,-7.986,38.758,25.93,95,98,2.13,TZ,1712502189
359,sola,-13.8833,167.55,27.58,81,100,7.84,VU,1712502190
360,kharan,28.5833,65.4167,28.49,8,0,3.82,PK,1712502190
361,owase,34.0667,136.2,13.81,89,100,1.14,JP,1712502190
362,aras-asan,8.8908,126.3033,24.92,81,38,1.18,PH,1712502190
363,colares,38.7992,-9.4469,19.55,80,20,5.81,PT,1712502105
364,brookings,44.3114,-96.7984,6.77,88,100,9.26,US,1712501976
365,kish,26.5578,54.0194,27.15,39,0,4.12,IR,1712502191
366,aykhal,66.0,111.5,-12.75,94,100,7.48,RU,1712502191
367,senador jose porfirio,-2.5908,-51.9542,26.92,80,100,1.26,BR,1712502192
368,mossel bay,-34.1831,22.146,15.96,90,100,15.16,ZA,1712502192
369,lionel town,17.8101,-77.2406,33.83,55,0,3.69,JM,1712502192
370,krasnyy kut,50.95,46.9667,11.79,53,97,3.15,RU,1712502192
371,bodo,67.28,14.405,2.1,88,75,13.38,NO,1712502130
372,eagle river,45.9172,-89.2443,9.44,36,0,5.14,US,1712501948
373,santo antonio,-6.3106,-35.4789,32.64,50,62,3.77,BR,1712502050
374,brak,27.5496,14.2714,30.35,6,0,3.59,LY,1712502060
375,ponnani,10.767,75.9252,29.62,78,78,2.46,IN,1712502194
376,badagry,6.4167,2.8833,31.79,65,95,5.23,NG,1712502194
377,cape canaveral,28.4058,-80.6048,23.9,53,0,3.6,US,1712502194
378,murghob,38.1702,73.9667,-8.52,49,0,3.99,TJ,1712502194
379,humaita,-7.5061,-63.0208,25.43,93,100,1.04,BR,1712502195
380,chibuto,-24.6867,33.5306,22.32,82,100,5.81,MZ,1712502195
381,smirnykh,49.75,142.8333,-0.19,59,39,4.21,RU,1712502195
382,pandan,14.0453,124.1694,25.26,82,59,3.89,PH,1712502195
383,road town,18.4167,-64.6167,29.02,74,20,2.57,VG,1712501962
384,arno,60.1167,18.6333,7.66,78,46,8.44,SE,1712502196
385,greymouth,-42.4667,171.2,8.99,93,21,2.35,NZ,1712502196
386,kibre mengist,5.8833,38.9833,21.16,68,100,1.58,ET,1712502196
387,banda aceh,5.5577,95.3222,27.63,80,50,3.01,ID,1712501971
388,alto barinas,8.5931,-70.2261,31.99,45,100,3.75,VE,1712502196
389,ghanzi,-21.5667,21.7833,29.03,35,100,3.79,BW,1712502196
390,hirara,24.8,125.2833,23.15,94,75,2.57,JP,1712502197
391,recreo,-29.2818,-65.061,21.61,72,98,5.13,AR,1712502197
392,mata-utu,-13.2816,-176.1745,29.14,75,29,2.89,WF,1712501983
393,cadale,2.7603,46.3222,29.66,71,79,5.45,SO,1712502089
394,kharabali,47.4196,47.2568,14.5,48,5,4.6,RU,1712502198
395,taroa,8.7058,171.2275,27.11,81,100,9.78,MH,1712502198
396,leava,-14.3,-178.1667,28.72,77,46,4.6,WF,1712502118
397,bikenibeu village,1.3673,173.1241,28.98,84,20,6.69,KI,1712502199
398,hawkesbury,45.6001,-74.616,8.92,57,3,2.69,CA,1712502199
399,grevena,40.0845,21.4274,21.56,48,25,4.84,GR,1712502199
400,dunda,-8.1167,34.25,23.08,87,90,0.49,TZ,1712502200
401,lospalos,-8.5186,127.0025,23.15,93,35,1.15,TL,1712502200
402,levuka,50.1834,-105.4011,1.9,61,100,1.5,CA,1712502200
403,isangel,-19.55,169.2667,24.08,83,100,2.74,VU,1712502200
404,fortuna,40.5982,-124.1573,6.66,97,20,0.0,US,1712501998
405,harper,4.375,-7.7169,30.85,67,36,2.99,LR,1712502201
406,sarnico,45.6734,9.9625,23.37,51,99,2.04,IT,1712502201
407,fort stockton,30.894,-102.8793,15.09,17,99,4.73,US,1712502166
408,nuuk,64.1835,-51.7216,-2.29,79,37,4.02,GL,1712501994
409,acajutla,13.5928,-89.8275,30.33,63,98,2.32,SV,1712502039
410,frankfurt (oder),52.3471,14.5506,24.71,42,100,1.34,DE,1712502202
411,alesund,62.4723,6.1549,11.51,66,75,7.2,NO,1712502202
412,gazli,40.1333,63.45,22.07,26,79,4.44,UZ,1712502202
413,tucurui,-3.7661,-49.6725,27.55,80,100,1.18,BR,1712502203
414,kuanda,56.3161,116.0806,-17.19,81,8,1.04,RU,1712502203
415,villa gesell,-37.2639,-56.973,22.43,58,4,5.71,AR,1712502016
416,shaowu,27.3409,117.4831,16.51,99,100,1.24,CN,1712502203
417,puerto leguizamo,-0.1934,-74.7819,29.58,63,74,0.91,CO,1712502204
418,geraldton,-28.7667,114.6,20.23,88,12,2.06,AU,1712502159
419,ekibastuz,51.6667,75.3667,5.19,70,84,2.53,KZ,1712502042
420,nieuw amsterdam,5.8833,-55.0833,33.01,52,40,4.12,SR,1712502204
421,sisimiut,66.9395,-53.6735,-2.94,78,99,3.52,GL,1712501975
422,grande prairie,55.1667,-118.8027,0.1,80,20,2.06,CA,1712501961
423,qaisumah,28.3112,46.1273,29.98,37,0,11.32,SA,1712502136
424,bilbays,30.4204,31.5622,25.46,23,4,8.6,EG,1712502011
425,twon-brass,4.3151,6.2418,29.8,75,75,5.07,NG,1712502206
426,qarazhal,48.0078,70.7903,13.76,40,99,3.35,KZ,1712502207
427,karaidel',55.8337,56.9069,3.77,97,100,3.23,RU,1712502207
428,kashgar,39.4547,75.9797,18.56,6,20,9.0,CN,1712501996
429,pacific grove,36.6177,-121.9166,8.57,88,1,0.45,US,1712502053
430,shymkent,42.3,69.6,15.33,67,0,1.0,KZ,1712501984
431,slave lake,55.2834,-114.769,-3.01,93,20,2.06,CA,1712502095
432,shahrud,36.4182,54.9763,17.68,38,100,5.78,IR,1712502208
433,alofi,-19.0595,-169.9187,23.94,94,100,5.14,NU,1712501990
434,kerikeri,-35.2268,173.9474,13.79,81,53,1.85,NZ,1712502209
435,bichura,50.5881,107.6022,3.24,68,19,1.25,RU,1712502209
436,kamaishi,39.2667,141.8833,11.09,92,71,2.43,JP,1712502073
437,sandnessjoen,66.0217,12.6316,9.06,81,75,6.17,NO,1712501986
438,chhor,25.5167,69.7667,31.88,10,0,0.93,PK,1712502209
439,colonia,50.9333,6.95,24.42,45,0,2.57,DE,1712502008
440,arish,31.1316,33.7984,23.1,53,0,4.63,EG,1712502210
441,tromso,69.6496,18.957,0.01,59,75,6.69,NO,1712502210
442,natal,-5.795,-35.2094,32.36,58,40,5.66,BR,1712501910
443,klyuchi,52.2667,79.1667,3.12,78,100,4.71,RU,1712502135
444,weno,7.4515,151.8468,27.78,79,98,7.53,FM,1712501994
445,khandyga,62.6667,135.6,-8.04,98,100,1.46,RU,1712502211
446,iwanai,42.9744,140.5089,6.6,73,3,3.2,JP,1712502211
447,cole harbour,44.6724,-63.4751,5.55,81,100,3.58,CA,1712502211
448,nuku'alofa,-21.1333,-175.2,25.54,80,95,9.73,TO,1712502010
449,penonome,8.5167,-80.3667,28.15,54,46,6.31,PA,1712502055
450,alo,7.4178,6.7371,39.55,29,7,1.67,NG,1712502212
451,mohr,54.3528,9.7167,20.08,61,2,6.69,DE,1712502212
452,saint-denis,48.9167,2.3333,20.13,68,0,2.06,FR,1712502212
453,palmer,42.1584,-72.3287,6.8,56,100,8.75,US,1712502213
454,baidoa,3.1138,43.6498,30.42,54,87,3.26,SO,1712502213
455,iquique,-20.2208,-70.1431,23.02,73,81,1.71,CL,1712502097
456,acapulco de juarez,16.8634,-99.8901,26.07,51,0,1.38,MX,1712501984
457,pariaman,-0.619,100.12,27.03,86,100,1.48,ID,1712502213
458,argo,37.6333,22.7333,21.61,48,35,7.05,GR,1712502214
459,kuala tungkal,-0.8167,103.4667,26.4,87,96,0.86,ID,1712502095
460,calilegua,-23.7737,-64.77,25.08,81,51,1.87,AR,1712502214
461,huangshan,29.7114,118.3125,14.54,97,100,0.62,CN,1712502214
462,chuguyevka,44.1653,133.8633,6.05,64,72,2.76,RU,1712502214
463,al ghayzah,16.2079,52.176,27.8,63,51,5.94,YE,1712502215
464,mwene-ditu,-7.0,23.45,20.19,96,100,1.31,CD,1712502215
465,prince george,53.9166,-122.753,1.25,86,75,3.6,CA,1712502215
466,sao jose da coroa grande,-8.8978,-35.1478,29.78,67,88,3.89,BR,1712502215
467,caleta de carquin,-11.0925,-77.6267,23.25,83,100,3.57,PE,1712502216
468,sao vicente,-23.9631,-46.3919,29.59,57,75,4.12,BR,1712502002
469,egilsstadir,65.2653,-14.3948,-0.05,93,75,11.83,IS,1712502216
470,coahuayana de hidalgo,18.7,-103.6583,29.16,27,99,0.39,MX,1712502216
471,rozhyshche,50.9154,25.2691,20.63,50,82,2.69,UA,1712502216
472,bathsheba,13.2167,-59.5167,30.34,66,20,7.72,BB,1712502074
473,kapuskasing,49.4169,-82.4331,2.05,69,0,1.03,CA,1712502013
474,ladario,-19.0047,-57.6017,31.16,74,40,2.57,BR,1712502217
475,scottburgh,-30.2867,30.7532,20.2,84,100,5.66,ZA,1712502218
476,pangody,65.85,74.4859,-5.15,78,100,12.48,RU,1712501970
477,nova xavantina,-14.6667,-52.35,29.8,65,15,1.67,BR,1712502036
478,quthing,-30.4,27.7003,19.45,56,100,3.09,LS,1712502218
479,midvagur,62.0511,-7.1939,7.46,93,100,11.32,FO,1712502076
480,bubaque,11.2833,-15.8333,25.78,60,88,5.07,GW,1712501975
481,tejen,37.3834,60.5054,24.4,16,97,3.49,TM,1712502219
482,dire,12.2833,-10.9667,41.44,11,74,3.18,ML,1712502219
483,mincivan,39.0294,46.7185,12.33,70,99,2.42,AZ,1712502219
484,yantarnyy,54.8717,19.9381,22.92,90,100,6.35,RU,1712502219
485,baldivis,-32.3299,115.8218,23.4,56,0,4.47,AU,1712502220
486,beyneu,45.3167,55.2,15.88,30,34,6.8,KZ,1712502119
487,shagonar,51.5333,92.8,6.77,80,100,0.72,RU,1712502220
488,sainte-marie,-20.8968,55.5496,27.09,85,40,4.63,RE,1712501959
489,christchurch,-43.5333,172.6333,13.84,84,100,3.09,NZ,1712502019
490,massawa,15.6097,39.45,31.14,64,34,5.46,ER,1712502076
491,castillos,-34.1667,-53.8333,21.52,57,81,2.96,UY,1712502184
492,chernyshevskiy,63.0128,112.4714,-3.96,96,100,4.13,RU,1712502221
493,farroupilha,-29.225,-51.3478,18.38,93,75,5.14,BR,1712502064
494,manjakandriana,-18.9167,47.8,21.83,74,45,2.52,MG,1712502221
495,kirakira,-10.4544,161.9205,26.97,88,100,2.59,SB,1712502222
496,talcahuano,-36.7167,-73.1167,13.82,77,0,3.09,CL,1712502222
497,karratha,-20.7377,116.8463,27.42,46,60,3.64,AU,1712501997
498,horta,38.5333,-28.6333,18.34,86,40,9.83,PT,1712502222
499,mil'kovo,55.6078,37.7956,14.27,84,75,0.89,RU,1712502223
500,abashiri,44.0213,144.2697,5.69,95,1,4.07,JP,1712502065
501,sechura,-5.5569,-80.8222,25.56,63,79,3.5,PE,1712502223
502,hanceville,34.0607,-86.7675,18.34,46,76,3.52,US,1712502223
503,keningau,5.3378,116.1602,22.37,100,100,0.56,MY,1712502224
504,turpan,42.9333,89.1667,17.99,19,13,0.45,CN,1712502224
505,mumford,5.2618,-0.759,30.04,71,98,6.33,GH,1712502224
506,jaciara,-15.9653,-54.9683,28.87,74,43,2.68,BR,1712502224
507,barcelos,41.5388,-8.6151,18.84,68,89,3.78,PT,1712502224
508,brokopondo,4.75,-55.1667,29.85,57,35,0.55,SR,1712502225
509,la tuque,47.4334,-72.7824,4.14,60,7,1.03,CA,1712502225
510,arkhangel'sk,64.5401,40.5433,-0.94,64,75,2.0,RU,1712502022
511,redkino,56.6475,36.2967,9.02,83,100,1.96,RU,1712502225
512,atafu village,-8.5421,-172.5159,29.23,74,97,2.18,TK,1712502226
513,zadar,44.1197,15.2422,21.34,56,0,6.69,HR,1712502226
514,wakkanai,45.4094,141.6739,4.33,95,2,3.75,JP,1712502058
515,hammerfest,70.6634,23.6821,-1.75,64,40,6.69,NO,1712502092
516,aragarcas,-15.8975,-52.2508,31.36,70,75,3.09,BR,1712502226
517,troitsko-pechorsk,62.7084,56.1964,-0.17,98,93,4.02,RU,1712502227
518,kone,-21.0595,164.8658,22.06,86,49,2.64,NC,1712501987
519,walvis bay,-22.9575,14.5053,18.38,64,1,9.84,NA,1712501984
520,marabba,12.35,32.1833,38.74,9,99,4.63,SD,1712502227
521,balnearia,-31.0088,-62.6673,20.45,70,64,2.51,AR,1712502227
522,dubbo,-32.25,148.6167,13.07,94,100,0.0,AU,1712502069
523,awjilah,29.1081,21.2869,26.96,17,0,7.22,LY,1712502228
524,springs,-26.25,28.4,19.76,82,100,6.23,ZA,1712502228
525,biguacu,-27.4942,-48.6556,25.4,88,100,1.68,BR,1712502124
526,carutapera,-1.195,-46.02,24.67,95,100,1.59,BR,1712502229
527,whistler,50.1164,-122.9695,2.57,93,100,2.06,CA,1712502080
528,hilo,19.7297,-155.09,19.79,68,65,1.04,US,1712502155
529,ghadamis,30.1337,9.5007,32.8,6,0,2.94,LY,1712502120
530,imbituba,-28.24,-48.6703,24.36,75,100,6.77,BR,1712501976
531,tabou,4.423,-7.3528,30.8,67,84,3.73,CI,1712502124
532,afaahiti,-17.75,-149.2833,24.93,84,100,5.14,PF,1712502230
533,bengkulu,-3.8004,102.2655,26.16,88,100,1.4,ID,1712501986
534,new norfolk,-42.7826,147.0587,13.17,97,70,1.12,AU,1712502013
535,branson,36.6437,-93.2185,20.75,45,75,8.05,US,1712502007
536,al manshah,26.4769,31.8035,24.14,27,0,9.26,EG,1712502058
537,yerkoy,39.6381,34.4672,12.8,45,100,8.72,TR,1712502231
538,altos del rosario,8.7944,-74.1658,35.0,51,100,0.3,CO,1712502231
539,zaragoza,41.6561,-0.8773,24.33,40,0,3.09,ES,1712502029
540,le port,-20.9373,55.2919,27.0,83,26,1.22,RE,1712502232
541,salalah,17.0151,54.0924,27.4,61,93,2.49,OM,1712502025
542,ketchikan,55.3422,-131.6461,3.52,97,100,7.34,US,1712502232
543,tongouson,5.0214,120.1328,27.5,81,100,2.19,PH,1712502232
544,chegdomyn,51.1167,133.0167,-10.59,88,100,1.09,RU,1712502233
545,quellon,-43.1167,-73.6167,10.68,81,99,1.96,CL,1712502233
546,clarkston heights-vineland,46.3874,-117.083,7.89,75,100,0.0,US,1712502233
547,katsuura,35.1333,140.3,16.47,94,100,1.98,JP,1712501963
548,pont rouge,48.8833,-72.0825,4.06,52,7,2.97,CA,1712502234
549,fort st. john,56.2499,-120.8529,1.94,55,20,7.2,CA,1712502027
550,whitby,54.4877,-0.615,12.95,68,8,10.77,GB,1712502234
551,thunder bay,48.4001,-89.3168,4.99,56,0,6.17,CA,1712502214
552,independence,39.0911,-94.4155,15.88,55,0,7.72,US,1712502000
553,talara,-4.5772,-81.2719,27.42,61,0,8.75,PE,1712502107
554,djibo,14.1022,-1.6306,41.65,9,100,3.62,BF,1712502235
555,pressbaum,48.176,16.0477,28.09,40,75,4.12,AT,1712502235
556,nantucket,41.2835,-70.0995,5.08,84,100,9.77,US,1712502236
557,rongelap,11.1635,166.8941,27.0,75,85,9.17,MH,1712502236
558,rio claro,-22.4114,-47.5614,25.78,84,85,2.96,BR,1712502133
559,tralee,52.2704,-9.7026,12.14,62,40,10.29,IE,1712502236
560,namdrik,5.5994,168.1028,27.81,82,97,10.28,MH,1712502237
561,sinop,41.7711,34.8709,8.75,68,67,3.06,TR,1712502237
562,kuala terengganu,5.3302,103.1408,29.97,84,20,0.51,MY,1712502237
563,roma,43.2128,-75.4557,9.73,47,0,5.66,US,1712502144
564,opuwo,-18.0607,13.84,32.13,30,81,5.94,NA,1712502237
565,guanica,17.9716,-66.908,33.06,66,2,5.67,PR,1712502238
566,xylofagou,34.9772,33.8492,21.94,73,29,6.09,CY,1712502238
567,chulakkurgan,43.765,69.1814,15.27,39,17,2.16,KZ,1712502238
568,kruisfontein,-34.0033,24.7314,18.13,80,98,9.25,ZA,1712502105
569,ust'-kulom,61.6864,53.6902,-0.54,92,95,2.4,RU,1712502239
570,guane,22.2025,-84.0875,26.04,40,2,3.69,CU,1712502239
